sensor_id;sensor_type;location;lat;lon;timestamp;value_type;value
122;SDS011;56;-0.108;34.749;2019-09-22T03:52:36.912110+00:00;P1;51.08
121;DHT22;56;-0.108;34.749;2019-09-22T03:52:39.111919+00:00;humidity;74.70
121;DHT22;56;-0.108;34.749;2019-09-22T03:52:39.111919+00:00;temperature;22.10
122;SDS011;56;-0.108;34.749;2019-09-22T03:55:08.255566+00:00;P2;46.40
122;SDS011;56;-0.108;34.749;2019-09-22T03:55:08.255566+00:00;P1;50.40
121;DHT22;56;-0.108;34.749;2019-09-22T03:55:09.876537+00:00;humidity;74.60
121;DHT22;56;-0.108;34.749;2019-09-22T03:55:09.876537+00:00;temperature;22.10
122;SDS011;56;-0.108;34.749;2019-09-22T03:57:38.797924+00:00;P2;43.42
122;SDS011;56;-0.108;34.749;2019-09-22T03:57:38.797924+00:00;P1;47.35
121;DHT22;56;-0.108;34.749;2019-09-22T03:57:40.523981+00:00;humidity;74.50
121;DHT22;56;-0.108;34.749;2019-09-22T03:57:40.523981+00:00;temperature;22.10
122;SDS011;56;-0.108;34.749;2019-09-22T04:00:23.993684+00:00;P2;43.63
122;SDS011;56;-0.108;34.749;2019-09-22T04:00:23.993684+00:00;P1;47.67
121;DHT22;56;-0.108;34.749;2019-09-22T04:00:26.530876+00:00;humidity;74.40
121;DHT22;56;-0.108;34.749;2019-09-22T04:00:26.530876+00:00;temperature;22.10
122;SDS011;56;-0.108;34.749;2019-09-22T04:02:55.856597+00:00;P2;47.25
122;SDS011;56;-0.108;34.749;2019-09-22T04:02:55.856597+00:00;P1;51.78
121;DHT22;56;-0.108;34.749;2019-09-22T04:02:57.471719+00:00;humidity;74.40
121;DHT22;56;-0.108;34.749;2019-09-22T04:02:57.471719+00:00;temperature;22.20
122;SDS011;56;-0.108;34.749;2019-09-22T04:05:26.281062+00:00;P2;46.58
122;SDS011;56;-0.108;34.749;2019-09-22T04:05:26.281062+00:00;P1;51.90
121;DHT22;56;-0.108;34.749;2019-09-22T04:05:27.876717+00:00;humidity;74.30
121;DHT22;56;-0.108;34.749;2019-09-22T04:05:27.876717+00:00;temperature;22.20
122;SDS011;56;-0.108;34.749;2019-09-22T04:07:57.026009+00:00;P2;47.38
122;SDS011;56;-0.108;34.749;2019-09-22T04:07:57.026009+00:00;P1;52.38
121;DHT22;56;-0.108;34.749;2019-09-22T04:07:59.072725+00:00;humidity;74.20
121;DHT22;56;-0.108;34.749;2019-09-22T04:07:59.072725+00:00;temperature;22.20
122;SDS011;56;-0.108;34.749;2019-09-22T04:10:28.074986+00:00;P2;52.60
122;SDS011;56;-0.108;34.749;2019-09-22T04:10:28.074986+00:00;P1;57.75
121;DHT22;56;-0.108;34.749;2019-09-22T04:10:30.099363+00:00;humidity;74.20
121;DHT22;56;-0.108;34.749;2019-09-22T04:10:30.099363+00:00;temperature;22.20
122;SDS011;56;-0.108;34.749;2019-09-22T04:13:00.106693+00:00;P2;50.58
122;SDS011;56;-0.108;34.749;2019-09-22T04:13:00.106693+00:00;P1;55.12
121;DHT22;56;-0.108;34.749;2019-09-22T04:13:01.788379+00:00;humidity;74.30
121;DHT22;56;-0.108;34.749;2019-09-22T04:13:01.788379+00:00;temperature;22.20
122;SDS011;56;-0.108;34.749;2019-09-22T04:15:30.766634+00:00;P2;50.63
122;SDS011;56;-0.108;34.749;2019-09-22T04:15:30.766634+00:00;P1;60.22
121;DHT22;56;-0.108;34.749;2019-09-22T04:15:32.536464+00:00;humidity;74.30
121;DHT22;56;-0.108;34.749;2019-09-22T04:15:32.536464+00:00;temperature;22.30
122;SDS011;56;-0.108;34.749;2019-09-22T04:18:01.522132+00:00;P2;48.50
122;SDS011;56;-0.108;34.749;2019-09-22T04:18:01.522132+00:00;P1;52.97
121;DHT22;56;-0.108;34.749;2019-09-22T04:18:03.223139+00:00;humidity;74.10
121;DHT22;56;-0.108;34.749;2019-09-22T04:18:03.223139+00:00;temperature;22.30
122;SDS011;56;-0.108;34.749;2019-09-22T04:20:31.942200+00:00;P2;54.67
122;SDS011;56;-0.108;34.749;2019-09-22T04:20:31.942200+00:00;P1;60.78
121;DHT22;56;-0.108;34.749;2019-09-22T04:20:33.926403+00:00;humidity;74.10
121;DHT22;56;-0.108;34.749;2019-09-22T04:20:33.926403+00:00;temperature;22.30
122;SDS011;56;-0.108;34.749;2019-09-22T04:23:03.378333+00:00;P2;56.22
122;SDS011;56;-0.108;34.749;2019-09-22T04:23:03.378333+00:00;P1;62.88
121;DHT22;56;-0.108;34.749;2019-09-22T04:23:05.174905+00:00;humidity;74.00
121;DHT22;56;-0.108;34.749;2019-09-22T04:23:05.174905+00:00;temperature;22.30
122;SDS011;56;-0.108;34.749;2019-09-22T04:25:33.927774+00:00;P2;52.33
122;SDS011;56;-0.108;34.749;2019-09-22T04:25:33.927774+00:00;P1;58.83
121;DHT22;56;-0.108;34.749;2019-09-22T04:25:35.625305+00:00;humidity;73.90
121;DHT22;56;-0.108;34.749;2019-09-22T04:25:35.625305+00:00;temperature;22.40
122;SDS011;56;-0.108;34.749;2019-09-22T04:28:04.581757+00:00;P2;50.78
122;SDS011;56;-0.108;34.749;2019-09-22T04:28:04.581757+00:00;P1;56.22
121;DHT22;56;-0.108;34.749;2019-09-22T04:28:06.296587+00:00;humidity;73.80
121;DHT22;56;-0.108;34.749;2019-09-22T04:28:06.296587+00:00;temperature;22.50
122;SDS011;56;-0.108;34.749;2019-09-22T04:30:35.098383+00:00;P2;96.10
122;SDS011;56;-0.108;34.749;2019-09-22T04:30:35.098383+00:00;P1;105.20
121;DHT22;56;-0.108;34.749;2019-09-22T04:30:36.816263+00:00;humidity;73.50
121;DHT22;56;-0.108;34.749;2019-09-22T04:30:36.816263+00:00;temperature;22.50
122;SDS011;56;-0.108;34.749;2019-09-22T04:33:06.881411+00:00;P2;49.90
122;SDS011;56;-0.108;34.749;2019-09-22T04:33:06.881411+00:00;P1;54.40
122;SDS011;56;-0.108;34.749;2019-09-22T04:35:36.165456+00:00;P2;50.70
122;SDS011;56;-0.108;34.749;2019-09-22T04:35:36.165456+00:00;P1;55.97
121;DHT22;56;-0.108;34.749;2019-09-22T04:35:37.950435+00:00;humidity;73.00
121;DHT22;56;-0.108;34.749;2019-09-22T04:35:37.950435+00:00;temperature;22.70
122;SDS011;56;-0.108;34.749;2019-09-22T04:38:06.970215+00:00;P2;45.08
122;SDS011;56;-0.108;34.749;2019-09-22T04:38:06.970215+00:00;P1;49.50
121;DHT22;56;-0.108;34.749;2019-09-22T04:38:08.862357+00:00;humidity;72.70
121;DHT22;56;-0.108;34.749;2019-09-22T04:38:08.862357+00:00;temperature;22.80
122;SDS011;56;-0.108;34.749;2019-09-22T04:40:43.385191+00:00;P2;47.28
122;SDS011;56;-0.108;34.749;2019-09-22T04:40:43.385191+00:00;P1;51.55
121;DHT22;56;-0.108;34.749;2019-09-22T04:41:04.339672+00:00;humidity;72.20
121;DHT22;56;-0.108;34.749;2019-09-22T04:41:04.339672+00:00;temperature;22.80
122;SDS011;56;-0.108;34.749;2019-09-22T04:43:33.839019+00:00;P2;46.33
122;SDS011;56;-0.108;34.749;2019-09-22T04:43:33.839019+00:00;P1;50.53
121;DHT22;56;-0.108;34.749;2019-09-22T04:43:35.535663+00:00;humidity;71.90
121;DHT22;56;-0.108;34.749;2019-09-22T04:43:35.535663+00:00;temperature;22.90
122;SDS011;56;-0.108;34.749;2019-09-22T04:46:05.187200+00:00;P2;45.08
122;SDS011;56;-0.108;34.749;2019-09-22T04:46:05.187200+00:00;P1;49.35
121;DHT22;56;-0.108;34.749;2019-09-22T04:46:07.064689+00:00;humidity;71.60
121;DHT22;56;-0.108;34.749;2019-09-22T04:46:07.064689+00:00;temperature;22.90
122;SDS011;56;-0.108;34.749;2019-09-22T04:48:35.920100+00:00;P2;45.72
122;SDS011;56;-0.108;34.749;2019-09-22T04:48:35.920100+00:00;P1;49.92
121;DHT22;56;-0.108;34.749;2019-09-22T04:48:37.489197+00:00;humidity;71.30
121;DHT22;56;-0.108;34.749;2019-09-22T04:48:37.489197+00:00;temperature;22.90
122;SDS011;56;-0.108;34.749;2019-09-22T04:51:07.289633+00:00;P2;46.30
122;SDS011;56;-0.108;34.749;2019-09-22T04:51:07.289633+00:00;P1;50.78
121;DHT22;56;-0.108;34.749;2019-09-22T04:51:09.256178+00:00;humidity;70.60
121;DHT22;56;-0.108;34.749;2019-09-22T04:51:09.256178+00:00;temperature;22.90
122;SDS011;56;-0.108;34.749;2019-09-22T04:53:38.960916+00:00;P2;46.45
122;SDS011;56;-0.108;34.749;2019-09-22T04:53:38.960916+00:00;P1;50.40
121;DHT22;56;-0.108;34.749;2019-09-22T04:53:41.063924+00:00;humidity;70.50
121;DHT22;56;-0.108;34.749;2019-09-22T04:53:41.063924+00:00;temperature;23.00
122;SDS011;56;-0.108;34.749;2019-09-22T04:56:10.348559+00:00;P2;48.60
122;SDS011;56;-0.108;34.749;2019-09-22T04:56:10.348559+00:00;P1;52.97
121;DHT22;56;-0.108;34.749;2019-09-22T04:56:12.825587+00:00;humidity;70.40
121;DHT22;56;-0.108;34.749;2019-09-22T04:56:12.825587+00:00;temperature;23.00
122;SDS011;56;-0.108;34.749;2019-09-22T04:58:41.984111+00:00;P2;46.72
122;SDS011;56;-0.108;34.749;2019-09-22T04:58:41.984111+00:00;P1;50.67
121;DHT22;56;-0.108;34.749;2019-09-22T04:58:43.620774+00:00;humidity;70.00
121;DHT22;56;-0.108;34.749;2019-09-22T04:58:43.620774+00:00;temperature;23.00
122;SDS011;56;-0.108;34.749;2019-09-22T05:01:14.262525+00:00;P2;50.95
122;SDS011;56;-0.108;34.749;2019-09-22T05:01:14.262525+00:00;P1;55.47
121;DHT22;56;-0.108;34.749;2019-09-22T05:01:32.375546+00:00;humidity;69.90
121;DHT22;56;-0.108;34.749;2019-09-22T05:01:32.375546+00:00;temperature;23.10
122;SDS011;56;-0.108;34.749;2019-09-22T05:04:02.187667+00:00;P2;49.72
122;SDS011;56;-0.108;34.749;2019-09-22T05:04:02.187667+00:00;P1;54.13
121;DHT22;56;-0.108;34.749;2019-09-22T05:04:03.751842+00:00;humidity;69.50
121;DHT22;56;-0.108;34.749;2019-09-22T05:04:03.751842+00:00;temperature;23.10
122;SDS011;56;-0.108;34.749;2019-09-22T05:06:32.636820+00:00;P2;52.33
122;SDS011;56;-0.108;34.749;2019-09-22T05:06:32.636820+00:00;P1;56.90
121;DHT22;56;-0.108;34.749;2019-09-22T05:06:34.576671+00:00;humidity;69.90
121;DHT22;56;-0.108;34.749;2019-09-22T05:06:34.576671+00:00;temperature;23.20
122;SDS011;56;-0.108;34.749;2019-09-22T05:09:04.960769+00:00;P2;51.83
122;SDS011;56;-0.108;34.749;2019-09-22T05:09:04.960769+00:00;P1;56.90
122;SDS011;56;-0.108;34.749;2019-09-22T05:11:33.868163+00:00;P2;50.22
122;SDS011;56;-0.108;34.749;2019-09-22T05:11:33.868163+00:00;P1;54.75
121;DHT22;56;-0.108;34.749;2019-09-22T05:11:36.139483+00:00;humidity;68.60
121;DHT22;56;-0.108;34.749;2019-09-22T05:11:36.139483+00:00;temperature;23.30
122;SDS011;56;-0.108;34.749;2019-09-22T05:14:05.670320+00:00;P2;51.58
122;SDS011;56;-0.108;34.749;2019-09-22T05:14:05.670320+00:00;P1;56.30
121;DHT22;56;-0.108;34.749;2019-09-22T05:14:07.312629+00:00;humidity;68.60
121;DHT22;56;-0.108;34.749;2019-09-22T05:14:07.312629+00:00;temperature;23.30
122;SDS011;56;-0.108;34.749;2019-09-22T05:16:37.297727+00:00;P2;48.95
122;SDS011;56;-0.108;34.749;2019-09-22T05:16:37.297727+00:00;P1;53.20
122;SDS011;56;-0.108;34.749;2019-09-22T05:19:06.815824+00:00;P2;47.92
122;SDS011;56;-0.108;34.749;2019-09-22T05:19:06.815824+00:00;P1;52.38
121;DHT22;56;-0.108;34.749;2019-09-22T05:19:08.574594+00:00;humidity;67.90
121;DHT22;56;-0.108;34.749;2019-09-22T05:19:08.574594+00:00;temperature;23.50
122;SDS011;56;-0.108;34.749;2019-09-22T05:21:37.446707+00:00;P2;46.08
122;SDS011;56;-0.108;34.749;2019-09-22T05:21:37.446707+00:00;P1;50.60
121;DHT22;56;-0.108;34.749;2019-09-22T05:21:39.060319+00:00;humidity;67.30
121;DHT22;56;-0.108;34.749;2019-09-22T05:21:39.060319+00:00;temperature;23.60
122;SDS011;56;-0.108;34.749;2019-09-22T05:24:08.322095+00:00;P2;53.83
122;SDS011;56;-0.108;34.749;2019-09-22T05:24:08.322095+00:00;P1;58.92
121;DHT22;56;-0.108;34.749;2019-09-22T05:24:10.127827+00:00;humidity;66.90
121;DHT22;56;-0.108;34.749;2019-09-22T05:24:10.127827+00:00;temperature;23.70
122;SDS011;56;-0.108;34.749;2019-09-22T05:26:39.180587+00:00;P2;52.60
122;SDS011;56;-0.108;34.749;2019-09-22T05:26:39.180587+00:00;P1;57.50
121;DHT22;56;-0.108;34.749;2019-09-22T05:26:41.191638+00:00;humidity;66.50
121;DHT22;56;-0.108;34.749;2019-09-22T05:26:41.191638+00:00;temperature;23.80
122;SDS011;56;-0.108;34.749;2019-09-22T05:29:10.880699+00:00;P2;51.83
122;SDS011;56;-0.108;34.749;2019-09-22T05:29:10.880699+00:00;P1;56.78
121;DHT22;56;-0.108;34.749;2019-09-22T05:29:12.600275+00:00;humidity;66.50
121;DHT22;56;-0.108;34.749;2019-09-22T05:29:12.600275+00:00;temperature;23.90
122;SDS011;56;-0.108;34.749;2019-09-22T05:31:41.424276+00:00;P2;37.42
122;SDS011;56;-0.108;34.749;2019-09-22T05:31:41.424276+00:00;P1;41.50
121;DHT22;56;-0.108;34.749;2019-09-22T05:31:43.904987+00:00;humidity;66.30
121;DHT22;56;-0.108;34.749;2019-09-22T05:31:43.904987+00:00;temperature;24.00
122;SDS011;56;-0.108;34.749;2019-09-22T05:34:14.511938+00:00;P2;35.72
122;SDS011;56;-0.108;34.749;2019-09-22T05:34:14.511938+00:00;P1;40.08
121;DHT22;56;-0.108;34.749;2019-09-22T05:34:16.182335+00:00;humidity;65.60
121;DHT22;56;-0.108;34.749;2019-09-22T05:34:16.182335+00:00;temperature;24.10
122;SDS011;56;-0.108;34.749;2019-09-22T05:36:45.159264+00:00;P2;36.15
122;SDS011;56;-0.108;34.749;2019-09-22T05:36:45.159264+00:00;P1;39.75
121;DHT22;56;-0.108;34.749;2019-09-22T05:36:47.034176+00:00;humidity;65.00
121;DHT22;56;-0.108;34.749;2019-09-22T05:36:47.034176+00:00;temperature;24.20
122;SDS011;56;-0.108;34.749;2019-09-22T05:39:16.945499+00:00;P2;35.83
122;SDS011;56;-0.108;34.749;2019-09-22T05:39:16.945499+00:00;P1;39.58
121;DHT22;56;-0.108;34.749;2019-09-22T05:39:18.598918+00:00;humidity;64.70
121;DHT22;56;-0.108;34.749;2019-09-22T05:39:18.598918+00:00;temperature;24.40
122;SDS011;56;-0.108;34.749;2019-09-22T05:41:47.476669+00:00;P2;36.30
122;SDS011;56;-0.108;34.749;2019-09-22T05:41:47.476669+00:00;P1;40.03
121;DHT22;56;-0.108;34.749;2019-09-22T05:41:49.134050+00:00;humidity;64.30
121;DHT22;56;-0.108;34.749;2019-09-22T05:41:49.134050+00:00;temperature;24.50
122;SDS011;56;-0.108;34.749;2019-09-22T05:44:18.305142+00:00;P2;38.03
122;SDS011;56;-0.108;34.749;2019-09-22T05:44:18.305142+00:00;P1;41.75
121;DHT22;56;-0.108;34.749;2019-09-22T05:44:20.233604+00:00;humidity;64.00
121;DHT22;56;-0.108;34.749;2019-09-22T05:44:20.233604+00:00;temperature;24.60
122;SDS011;56;-0.108;34.749;2019-09-22T05:46:49.151970+00:00;P2;36.25
122;SDS011;56;-0.108;34.749;2019-09-22T05:46:49.151970+00:00;P1;39.88
121;DHT22;56;-0.108;34.749;2019-09-22T05:46:50.848911+00:00;humidity;64.00
121;DHT22;56;-0.108;34.749;2019-09-22T05:46:50.848911+00:00;temperature;24.80
122;SDS011;56;-0.108;34.749;2019-09-22T05:49:20.928039+00:00;P2;37.97
122;SDS011;56;-0.108;34.749;2019-09-22T05:49:20.928039+00:00;P1;41.75
122;SDS011;56;-0.108;34.749;2019-09-22T05:51:49.915066+00:00;P2;37.35
122;SDS011;56;-0.108;34.749;2019-09-22T05:51:49.915066+00:00;P1;41.20
121;DHT22;56;-0.108;34.749;2019-09-22T05:51:51.544324+00:00;humidity;62.70
121;DHT22;56;-0.108;34.749;2019-09-22T05:51:51.544324+00:00;temperature;25.10
122;SDS011;56;-0.108;34.749;2019-09-22T05:54:20.425753+00:00;P2;36.17
122;SDS011;56;-0.108;34.749;2019-09-22T05:54:20.425753+00:00;P1;39.67
121;DHT22;56;-0.108;34.749;2019-09-22T05:54:22.124608+00:00;humidity;62.40
121;DHT22;56;-0.108;34.749;2019-09-22T05:54:22.124608+00:00;temperature;25.30
122;SDS011;56;-0.108;34.749;2019-09-22T05:56:51.881255+00:00;P2;35.13
122;SDS011;56;-0.108;34.749;2019-09-22T05:56:51.881255+00:00;P1;38.42
121;DHT22;56;-0.108;34.749;2019-09-22T05:56:53.937382+00:00;humidity;61.60
121;DHT22;56;-0.108;34.749;2019-09-22T05:56:53.937382+00:00;temperature;25.40
122;SDS011;56;-0.108;34.749;2019-09-22T05:59:22.928732+00:00;P2;37.05
122;SDS011;56;-0.108;34.749;2019-09-22T05:59:22.928732+00:00;P1;40.45
121;DHT22;56;-0.108;34.749;2019-09-22T05:59:24.466397+00:00;humidity;61.00
121;DHT22;56;-0.108;34.749;2019-09-22T05:59:24.466397+00:00;temperature;25.40
122;SDS011;56;-0.108;34.749;2019-09-22T06:01:55.647918+00:00;P2;37.00
122;SDS011;56;-0.108;34.749;2019-09-22T06:01:55.647918+00:00;P1;40.50
121;DHT22;56;-0.108;34.749;2019-09-22T06:01:57.671202+00:00;humidity;60.60
121;DHT22;56;-0.108;34.749;2019-09-22T06:01:57.671202+00:00;temperature;25.50
122;SDS011;56;-0.108;34.749;2019-09-22T06:04:27.769741+00:00;P2;36.55
122;SDS011;56;-0.108;34.749;2019-09-22T06:04:27.769741+00:00;P1;40.10
121;DHT22;56;-0.108;34.749;2019-09-22T06:04:30.074753+00:00;humidity;60.50
121;DHT22;56;-0.108;34.749;2019-09-22T06:04:30.074753+00:00;temperature;25.50
122;SDS011;56;-0.108;34.749;2019-09-22T06:06:58.917999+00:00;P2;78.40
122;SDS011;56;-0.108;34.749;2019-09-22T06:06:58.917999+00:00;P1;85.80
121;DHT22;56;-0.108;34.749;2019-09-22T06:07:01.118639+00:00;humidity;59.80
121;DHT22;56;-0.108;34.749;2019-09-22T06:07:01.118639+00:00;temperature;25.70
122;SDS011;56;-0.108;34.749;2019-09-22T06:09:30.368636+00:00;P2;79.90
122;SDS011;56;-0.108;34.749;2019-09-22T06:09:30.368636+00:00;P1;87.62
121;DHT22;56;-0.108;34.749;2019-09-22T06:09:32.176413+00:00;humidity;59.20
121;DHT22;56;-0.108;34.749;2019-09-22T06:09:32.176413+00:00;temperature;25.80
122;SDS011;56;-0.108;34.749;2019-09-22T06:12:01.229356+00:00;P2;46.05
122;SDS011;56;-0.108;34.749;2019-09-22T06:12:01.229356+00:00;P1;50.05
121;DHT22;56;-0.108;34.749;2019-09-22T06:12:02.884598+00:00;humidity;58.90
121;DHT22;56;-0.108;34.749;2019-09-22T06:12:02.884598+00:00;temperature;25.80
122;SDS011;56;-0.108;34.749;2019-09-22T06:14:32.069319+00:00;P2;35.60
122;SDS011;56;-0.108;34.749;2019-09-22T06:14:32.069319+00:00;P1;39.00
121;DHT22;56;-0.108;34.749;2019-09-22T06:14:34.058193+00:00;humidity;58.70
121;DHT22;56;-0.108;34.749;2019-09-22T06:14:34.058193+00:00;temperature;25.90
122;SDS011;56;-0.108;34.749;2019-09-22T06:17:02.897176+00:00;P2;35.70
122;SDS011;56;-0.108;34.749;2019-09-22T06:17:02.897176+00:00;P1;39.20
121;DHT22;56;-0.108;34.749;2019-09-22T06:17:04.719236+00:00;humidity;59.00
121;DHT22;56;-0.108;34.749;2019-09-22T06:17:04.719236+00:00;temperature;25.90
122;SDS011;56;-0.108;34.749;2019-09-22T06:19:34.662131+00:00;P2;62.58
122;SDS011;56;-0.108;34.749;2019-09-22T06:19:34.662131+00:00;P1;68.87
121;DHT22;56;-0.108;34.749;2019-09-22T06:19:36.232112+00:00;humidity;57.90
121;DHT22;56;-0.108;34.749;2019-09-22T06:19:36.232112+00:00;temperature;25.80
122;SDS011;56;-0.108;34.749;2019-09-22T06:22:05.101862+00:00;P2;75.15
122;SDS011;56;-0.108;34.749;2019-09-22T06:22:05.101862+00:00;P1;82.05
121;DHT22;56;-0.108;34.749;2019-09-22T06:22:06.698596+00:00;humidity;58.10
121;DHT22;56;-0.108;34.749;2019-09-22T06:22:06.698596+00:00;temperature;25.70
122;SDS011;56;-0.108;34.749;2019-09-22T06:24:36.875943+00:00;P2;34.28
122;SDS011;56;-0.108;34.749;2019-09-22T06:24:36.875943+00:00;P1;37.38
122;SDS011;56;-0.108;34.749;2019-09-22T06:27:06.078306+00:00;P2;35.20
122;SDS011;56;-0.108;34.749;2019-09-22T06:27:06.078306+00:00;P1;38.88
121;DHT22;56;-0.108;34.749;2019-09-22T06:27:07.910796+00:00;humidity;58.90
121;DHT22;56;-0.108;34.749;2019-09-22T06:27:07.910796+00:00;temperature;25.70
122;SDS011;56;-0.108;34.749;2019-09-22T06:29:37.754552+00:00;P2;35.38
122;SDS011;56;-0.108;34.749;2019-09-22T06:29:37.754552+00:00;P1;39.20
121;DHT22;56;-0.108;34.749;2019-09-22T06:29:39.388809+00:00;humidity;59.20
121;DHT22;56;-0.108;34.749;2019-09-22T06:29:39.388809+00:00;temperature;25.70
122;SDS011;56;-0.108;34.749;2019-09-22T06:32:08.274141+00:00;P2;74.65
122;SDS011;56;-0.108;34.749;2019-09-22T06:32:08.274141+00:00;P1;81.95
121;DHT22;56;-0.108;34.749;2019-09-22T06:32:10.063468+00:00;humidity;59.30
121;DHT22;56;-0.108;34.749;2019-09-22T06:32:10.063468+00:00;temperature;25.90
122;SDS011;56;-0.108;34.749;2019-09-22T06:34:39.094156+00:00;P2;76.95
122;SDS011;56;-0.108;34.749;2019-09-22T06:34:39.094156+00:00;P1;84.37
121;DHT22;56;-0.108;34.749;2019-09-22T06:34:41.129170+00:00;humidity;58.80
121;DHT22;56;-0.108;34.749;2019-09-22T06:34:41.129170+00:00;temperature;26.00
122;SDS011;56;-0.108;34.749;2019-09-22T06:37:09.848671+00:00;P2;35.25
122;SDS011;56;-0.108;34.749;2019-09-22T06:37:09.848671+00:00;P1;38.65
121;DHT22;56;-0.108;34.749;2019-09-22T06:37:12.146307+00:00;humidity;58.40
121;DHT22;56;-0.108;34.749;2019-09-22T06:37:12.146307+00:00;temperature;26.20
122;SDS011;56;-0.108;34.749;2019-09-22T06:39:41.762213+00:00;P2;35.60
122;SDS011;56;-0.108;34.749;2019-09-22T06:39:41.762213+00:00;P1;39.58
121;DHT22;56;-0.108;34.749;2019-09-22T06:39:43.348096+00:00;humidity;58.00
121;DHT22;56;-0.108;34.749;2019-09-22T06:39:43.348096+00:00;temperature;26.30
122;SDS011;56;-0.108;34.749;2019-09-22T06:42:12.563641+00:00;P2;38.17
122;SDS011;56;-0.108;34.749;2019-09-22T06:42:12.563641+00:00;P1;42.15
121;DHT22;56;-0.108;34.749;2019-09-22T06:42:14.790970+00:00;humidity;57.80
121;DHT22;56;-0.108;34.749;2019-09-22T06:42:14.790970+00:00;temperature;26.40
122;SDS011;56;-0.108;34.749;2019-09-22T06:44:44.383875+00:00;P2;68.47
122;SDS011;56;-0.108;34.749;2019-09-22T06:44:44.383875+00:00;P1;74.87
121;DHT22;56;-0.108;34.749;2019-09-22T06:44:45.959169+00:00;humidity;57.60
121;DHT22;56;-0.108;34.749;2019-09-22T06:44:45.959169+00:00;temperature;26.60
122;SDS011;56;-0.108;34.749;2019-09-22T06:47:15.803881+00:00;P2;56.72
122;SDS011;56;-0.108;34.749;2019-09-22T06:47:15.803881+00:00;P1;62.62
121;DHT22;56;-0.108;34.749;2019-09-22T06:47:17.386870+00:00;humidity;56.90
121;DHT22;56;-0.108;34.749;2019-09-22T06:47:17.386870+00:00;temperature;26.80
122;SDS011;56;-0.108;34.749;2019-09-22T06:49:47.642022+00:00;P2;36.30
122;SDS011;56;-0.108;34.749;2019-09-22T06:49:47.642022+00:00;P1;39.63
121;DHT22;56;-0.108;34.749;2019-09-22T06:49:49.382415+00:00;humidity;55.90
121;DHT22;56;-0.108;34.749;2019-09-22T06:49:49.382415+00:00;temperature;26.90
122;SDS011;56;-0.108;34.749;2019-09-22T06:52:18.575880+00:00;P2;36.03
122;SDS011;56;-0.108;34.749;2019-09-22T06:52:18.575880+00:00;P1;39.10
121;DHT22;56;-0.108;34.749;2019-09-22T06:52:20.182048+00:00;humidity;55.90
121;DHT22;56;-0.108;34.749;2019-09-22T06:52:20.182048+00:00;temperature;26.90
122;SDS011;56;-0.108;34.749;2019-09-22T06:54:49.924517+00:00;P2;33.63
122;SDS011;56;-0.108;34.749;2019-09-22T06:54:49.924517+00:00;P1;36.60
121;DHT22;56;-0.108;34.749;2019-09-22T06:54:52.410080+00:00;humidity;55.60
121;DHT22;56;-0.108;34.749;2019-09-22T06:54:52.410080+00:00;temperature;27.00
122;SDS011;56;-0.108;34.749;2019-09-22T06:57:22.318207+00:00;P2;35.72
122;SDS011;56;-0.108;34.749;2019-09-22T06:57:22.318207+00:00;P1;39.35
121;DHT22;56;-0.108;34.749;2019-09-22T06:57:24.316765+00:00;humidity;55.30
121;DHT22;56;-0.108;34.749;2019-09-22T06:57:24.316765+00:00;temperature;27.00
122;SDS011;56;-0.108;34.749;2019-09-22T06:59:53.773881+00:00;P2;36.65
122;SDS011;56;-0.108;34.749;2019-09-22T06:59:53.773881+00:00;P1;40.85
121;DHT22;56;-0.108;34.749;2019-09-22T06:59:55.812744+00:00;humidity;54.80
121;DHT22;56;-0.108;34.749;2019-09-22T06:59:55.812744+00:00;temperature;27.20
122;SDS011;56;-0.108;34.749;2019-09-22T07:02:24.597622+00:00;P2;35.00
122;SDS011;56;-0.108;34.749;2019-09-22T07:02:24.597622+00:00;P1;38.20
121;DHT22;56;-0.108;34.749;2019-09-22T07:02:26.205052+00:00;humidity;54.30
121;DHT22;56;-0.108;34.749;2019-09-22T07:02:26.205052+00:00;temperature;27.30
122;SDS011;56;-0.108;34.749;2019-09-22T07:04:55.448364+00:00;P2;35.95
122;SDS011;56;-0.108;34.749;2019-09-22T07:04:55.448364+00:00;P1;39.40
121;DHT22;56;-0.108;34.749;2019-09-22T07:04:57.285265+00:00;humidity;53.60
121;DHT22;56;-0.108;34.749;2019-09-22T07:04:57.285265+00:00;temperature;27.60
122;SDS011;56;-0.108;34.749;2019-09-22T07:07:26.207228+00:00;P2;35.45
122;SDS011;56;-0.108;34.749;2019-09-22T07:07:26.207228+00:00;P1;39.35
121;DHT22;56;-0.108;34.749;2019-09-22T07:07:27.982219+00:00;humidity;52.50
121;DHT22;56;-0.108;34.749;2019-09-22T07:07:27.982219+00:00;temperature;27.80
122;SDS011;56;-0.108;34.749;2019-09-22T07:09:58.271240+00:00;P2;35.55
122;SDS011;56;-0.108;34.749;2019-09-22T07:09:58.271240+00:00;P1;38.85
122;SDS011;56;-0.108;34.749;2019-09-22T07:12:27.269245+00:00;P2;37.58
122;SDS011;56;-0.108;34.749;2019-09-22T07:12:27.269245+00:00;P1;41.10
121;DHT22;56;-0.108;34.749;2019-09-22T07:12:29.196299+00:00;humidity;52.00
121;DHT22;56;-0.108;34.749;2019-09-22T07:12:29.196299+00:00;temperature;28.20
