sensor_id;sensor_type;location;lat;lon;timestamp;value_type;value
122;SDS011;56;-0.108;34.749;2019-09-09T18:20:38.969231+00:00;P1;65.03
121;DHT22;56;-0.108;34.749;2019-09-09T18:20:40.904903+00:00;humidity;78.90
121;DHT22;56;-0.108;34.749;2019-09-09T18:20:40.904903+00:00;temperature;22.10
122;SDS011;56;-0.108;34.749;2019-09-09T18:23:09.610787+00:00;P2;54.83
122;SDS011;56;-0.108;34.749;2019-09-09T18:23:09.610787+00:00;P1;61.83
121;DHT22;56;-0.108;34.749;2019-09-09T18:23:11.413122+00:00;humidity;78.90
121;DHT22;56;-0.108;34.749;2019-09-09T18:23:11.413122+00:00;temperature;22.10
122;SDS011;56;-0.108;34.749;2019-09-09T18:25:40.225266+00:00;P2;53.47
122;SDS011;56;-0.108;34.749;2019-09-09T18:25:40.225266+00:00;P1;59.17
121;DHT22;56;-0.108;34.749;2019-09-09T18:25:42.461285+00:00;humidity;78.80
121;DHT22;56;-0.108;34.749;2019-09-09T18:25:42.461285+00:00;temperature;22.10
122;SDS011;56;-0.108;34.749;2019-09-09T18:28:11.177757+00:00;P2;50.30
122;SDS011;56;-0.108;34.749;2019-09-09T18:28:11.177757+00:00;P1;55.67
121;DHT22;56;-0.108;34.749;2019-09-09T18:28:12.965680+00:00;humidity;78.70
121;DHT22;56;-0.108;34.749;2019-09-09T18:28:12.965680+00:00;temperature;22.10
122;SDS011;56;-0.108;34.749;2019-09-09T18:30:42.358437+00:00;P2;53.10
122;SDS011;56;-0.108;34.749;2019-09-09T18:30:42.358437+00:00;P1;60.88
121;DHT22;56;-0.108;34.749;2019-09-09T18:30:44.279247+00:00;humidity;78.80
121;DHT22;56;-0.108;34.749;2019-09-09T18:30:44.279247+00:00;temperature;22.20
122;SDS011;56;-0.108;34.749;2019-09-09T18:33:14.120181+00:00;P2;52.10
122;SDS011;56;-0.108;34.749;2019-09-09T18:33:14.120181+00:00;P1;57.78
121;DHT22;56;-0.108;34.749;2019-09-09T18:33:15.653420+00:00;humidity;79.40
121;DHT22;56;-0.108;34.749;2019-09-09T18:33:15.653420+00:00;temperature;22.20
122;SDS011;56;-0.108;34.749;2019-09-09T18:35:44.889022+00:00;P2;49.15
122;SDS011;56;-0.108;34.749;2019-09-09T18:35:44.889022+00:00;P1;55.33
121;DHT22;56;-0.108;34.749;2019-09-09T18:35:46.927021+00:00;humidity;78.90
121;DHT22;56;-0.108;34.749;2019-09-09T18:35:46.927021+00:00;temperature;22.20
122;SDS011;56;-0.108;34.749;2019-09-09T18:38:16.147378+00:00;P2;49.10
122;SDS011;56;-0.108;34.749;2019-09-09T18:38:16.147378+00:00;P1;54.38
121;DHT22;56;-0.108;34.749;2019-09-09T18:38:17.949354+00:00;humidity;79.00
121;DHT22;56;-0.108;34.749;2019-09-09T18:38:17.949354+00:00;temperature;22.20
122;SDS011;56;-0.108;34.749;2019-09-09T18:40:47.074145+00:00;P2;50.70
122;SDS011;56;-0.108;34.749;2019-09-09T18:40:47.074145+00:00;P1;56.28
121;DHT22;56;-0.108;34.749;2019-09-09T18:40:48.874646+00:00;humidity;79.30
121;DHT22;56;-0.108;34.749;2019-09-09T18:40:48.874646+00:00;temperature;22.20
122;SDS011;56;-0.108;34.749;2019-09-09T18:43:18.554500+00:00;P2;51.53
122;SDS011;56;-0.108;34.749;2019-09-09T18:43:18.554500+00:00;P1;57.53
121;DHT22;56;-0.108;34.749;2019-09-09T18:43:20.433085+00:00;humidity;79.50
121;DHT22;56;-0.108;34.749;2019-09-09T18:43:20.433085+00:00;temperature;22.10
122;SDS011;56;-0.108;34.749;2019-09-09T18:45:49.452485+00:00;P2;54.42
122;SDS011;56;-0.108;34.749;2019-09-09T18:45:49.452485+00:00;P1;66.62
121;DHT22;56;-0.108;34.749;2019-09-09T18:45:51.361404+00:00;humidity;79.80
121;DHT22;56;-0.108;34.749;2019-09-09T18:45:51.361404+00:00;temperature;22.10
122;SDS011;56;-0.108;34.749;2019-09-09T18:48:20.082334+00:00;P2;51.75
122;SDS011;56;-0.108;34.749;2019-09-09T18:48:20.082334+00:00;P1;58.55
121;DHT22;56;-0.108;34.749;2019-09-09T18:48:21.828772+00:00;humidity;80.00
121;DHT22;56;-0.108;34.749;2019-09-09T18:48:21.828772+00:00;temperature;22.00
122;SDS011;56;-0.108;34.749;2019-09-09T18:50:50.962072+00:00;P2;50.58
122;SDS011;56;-0.108;34.749;2019-09-09T18:50:50.962072+00:00;P1;56.05
121;DHT22;56;-0.108;34.749;2019-09-09T18:50:52.635996+00:00;humidity;80.20
121;DHT22;56;-0.108;34.749;2019-09-09T18:50:52.635996+00:00;temperature;22.00
122;SDS011;56;-0.108;34.749;2019-09-09T18:53:21.774083+00:00;P2;51.25
122;SDS011;56;-0.108;34.749;2019-09-09T18:53:21.774083+00:00;P1;56.40
121;DHT22;56;-0.108;34.749;2019-09-09T18:53:23.788764+00:00;humidity;80.30
121;DHT22;56;-0.108;34.749;2019-09-09T18:53:23.788764+00:00;temperature;22.00
122;SDS011;56;-0.108;34.749;2019-09-09T18:55:52.434812+00:00;P2;51.53
122;SDS011;56;-0.108;34.749;2019-09-09T18:55:52.434812+00:00;P1;57.60
121;DHT22;56;-0.108;34.749;2019-09-09T18:55:54.072533+00:00;humidity;80.40
121;DHT22;56;-0.108;34.749;2019-09-09T18:55:54.072533+00:00;temperature;21.90
122;SDS011;56;-0.108;34.749;2019-09-09T18:58:23.573650+00:00;P2;51.80
122;SDS011;56;-0.108;34.749;2019-09-09T18:58:23.573650+00:00;P1;57.22
121;DHT22;56;-0.108;34.749;2019-09-09T18:58:25.385595+00:00;humidity;80.50
121;DHT22;56;-0.108;34.749;2019-09-09T18:58:25.385595+00:00;temperature;21.90
122;SDS011;56;-0.108;34.749;2019-09-09T19:00:54.111050+00:00;P2;48.67
122;SDS011;56;-0.108;34.749;2019-09-09T19:00:54.111050+00:00;P1;53.72
121;DHT22;56;-0.108;34.749;2019-09-09T19:00:55.806768+00:00;humidity;80.40
121;DHT22;56;-0.108;34.749;2019-09-09T19:00:55.806768+00:00;temperature;21.90
122;SDS011;56;-0.108;34.749;2019-09-09T19:03:24.528912+00:00;P2;49.42
122;SDS011;56;-0.108;34.749;2019-09-09T19:03:24.528912+00:00;P1;55.40
121;DHT22;56;-0.108;34.749;2019-09-09T19:03:26.163891+00:00;humidity;80.50
121;DHT22;56;-0.108;34.749;2019-09-09T19:03:26.163891+00:00;temperature;21.90
122;SDS011;56;-0.108;34.749;2019-09-09T19:05:55.712298+00:00;P2;46.90
122;SDS011;56;-0.108;34.749;2019-09-09T19:05:55.712298+00:00;P1;51.85
121;DHT22;56;-0.108;34.749;2019-09-09T19:05:58.033539+00:00;humidity;80.60
121;DHT22;56;-0.108;34.749;2019-09-09T19:05:58.033539+00:00;temperature;21.80
122;SDS011;56;-0.108;34.749;2019-09-09T19:08:27.664809+00:00;P2;45.05
122;SDS011;56;-0.108;34.749;2019-09-09T19:08:27.664809+00:00;P1;50.12
121;DHT22;56;-0.108;34.749;2019-09-09T19:08:29.825321+00:00;humidity;80.70
121;DHT22;56;-0.108;34.749;2019-09-09T19:08:29.825321+00:00;temperature;21.80
122;SDS011;56;-0.108;34.749;2019-09-09T19:10:58.591090+00:00;P2;45.30
122;SDS011;56;-0.108;34.749;2019-09-09T19:10:58.591090+00:00;P1;49.78
121;DHT22;56;-0.108;34.749;2019-09-09T19:11:00.296890+00:00;humidity;80.50
121;DHT22;56;-0.108;34.749;2019-09-09T19:11:00.296890+00:00;temperature;21.80
122;SDS011;56;-0.108;34.749;2019-09-09T19:13:29.229994+00:00;P2;46.83
122;SDS011;56;-0.108;34.749;2019-09-09T19:13:29.229994+00:00;P1;51.85
121;DHT22;56;-0.108;34.749;2019-09-09T19:13:31.108216+00:00;humidity;80.30
121;DHT22;56;-0.108;34.749;2019-09-09T19:13:31.108216+00:00;temperature;21.80
122;SDS011;56;-0.108;34.749;2019-09-09T19:16:00.149045+00:00;P2;46.58
122;SDS011;56;-0.108;34.749;2019-09-09T19:16:00.149045+00:00;P1;52.03
121;DHT22;56;-0.108;34.749;2019-09-09T19:16:01.858209+00:00;humidity;80.40
121;DHT22;56;-0.108;34.749;2019-09-09T19:16:01.858209+00:00;temperature;21.90
122;SDS011;56;-0.108;34.749;2019-09-09T19:18:30.786312+00:00;P2;47.95
122;SDS011;56;-0.108;34.749;2019-09-09T19:18:30.786312+00:00;P1;53.28
121;DHT22;56;-0.108;34.749;2019-09-09T19:18:32.416398+00:00;humidity;80.20
121;DHT22;56;-0.108;34.749;2019-09-09T19:18:32.416398+00:00;temperature;21.90
122;SDS011;56;-0.108;34.749;2019-09-09T19:21:02.015345+00:00;P2;46.60
122;SDS011;56;-0.108;34.749;2019-09-09T19:21:02.015345+00:00;P1;51.83
121;DHT22;56;-0.108;34.749;2019-09-09T19:21:03.938471+00:00;humidity;79.90
121;DHT22;56;-0.108;34.749;2019-09-09T19:21:03.938471+00:00;temperature;21.80
122;SDS011;56;-0.108;34.749;2019-09-09T19:23:32.548291+00:00;P2;46.72
122;SDS011;56;-0.108;34.749;2019-09-09T19:23:32.548291+00:00;P1;51.70
121;DHT22;56;-0.108;34.749;2019-09-09T19:23:34.293563+00:00;humidity;80.00
121;DHT22;56;-0.108;34.749;2019-09-09T19:23:34.293563+00:00;temperature;21.90
122;SDS011;56;-0.108;34.749;2019-09-09T19:26:03.219941+00:00;P2;44.08
122;SDS011;56;-0.108;34.749;2019-09-09T19:26:03.219941+00:00;P1;48.70
121;DHT22;56;-0.108;34.749;2019-09-09T19:26:05.058172+00:00;humidity;79.90
121;DHT22;56;-0.108;34.749;2019-09-09T19:26:05.058172+00:00;temperature;21.80
122;SDS011;56;-0.108;34.749;2019-09-09T19:28:35.491347+00:00;P2;44.17
122;SDS011;56;-0.108;34.749;2019-09-09T19:28:35.491347+00:00;P1;48.47
122;SDS011;56;-0.108;34.749;2019-09-09T19:31:05.719996+00:00;P2;44.58
122;SDS011;56;-0.108;34.749;2019-09-09T19:31:05.719996+00:00;P1;49.20
121;DHT22;56;-0.108;34.749;2019-09-09T19:31:07.343196+00:00;humidity;80.20
121;DHT22;56;-0.108;34.749;2019-09-09T19:31:07.343196+00:00;temperature;21.80
122;SDS011;56;-0.108;34.749;2019-09-09T19:33:36.888198+00:00;P2;43.50
122;SDS011;56;-0.108;34.749;2019-09-09T19:33:36.888198+00:00;P1;47.80
121;DHT22;56;-0.108;34.749;2019-09-09T19:33:38.695922+00:00;humidity;80.30
121;DHT22;56;-0.108;34.749;2019-09-09T19:33:38.695922+00:00;temperature;21.80
122;SDS011;56;-0.108;34.749;2019-09-09T19:36:07.725507+00:00;P2;44.20
122;SDS011;56;-0.108;34.749;2019-09-09T19:36:07.725507+00:00;P1;48.60
121;DHT22;56;-0.108;34.749;2019-09-09T19:36:09.670029+00:00;humidity;80.40
121;DHT22;56;-0.108;34.749;2019-09-09T19:36:09.670029+00:00;temperature;21.70
122;SDS011;56;-0.108;34.749;2019-09-09T19:38:38.437096+00:00;P2;45.17
122;SDS011;56;-0.108;34.749;2019-09-09T19:38:38.437096+00:00;P1;49.75
121;DHT22;56;-0.108;34.749;2019-09-09T19:38:40.141606+00:00;humidity;80.70
121;DHT22;56;-0.108;34.749;2019-09-09T19:38:40.141606+00:00;temperature;21.70
122;SDS011;56;-0.108;34.749;2019-09-09T19:41:09.374739+00:00;P2;46.35
122;SDS011;56;-0.108;34.749;2019-09-09T19:41:09.374739+00:00;P1;50.85
121;DHT22;56;-0.108;34.749;2019-09-09T19:41:11.611772+00:00;humidity;80.90
121;DHT22;56;-0.108;34.749;2019-09-09T19:41:11.611772+00:00;temperature;21.60
122;SDS011;56;-0.108;34.749;2019-09-09T19:43:41.047004+00:00;P2;46.80
122;SDS011;56;-0.108;34.749;2019-09-09T19:43:41.047004+00:00;P1;51.47
121;DHT22;56;-0.108;34.749;2019-09-09T19:43:42.520005+00:00;humidity;81.30
121;DHT22;56;-0.108;34.749;2019-09-09T19:43:42.520005+00:00;temperature;21.50
122;SDS011;56;-0.108;34.749;2019-09-09T19:46:11.379215+00:00;P2;48.55
122;SDS011;56;-0.108;34.749;2019-09-09T19:46:11.379215+00:00;P1;53.53
121;DHT22;56;-0.108;34.749;2019-09-09T19:46:13.360296+00:00;humidity;81.60
121;DHT22;56;-0.108;34.749;2019-09-09T19:46:13.360296+00:00;temperature;21.50
122;SDS011;56;-0.108;34.749;2019-09-09T19:48:42.126333+00:00;P2;44.72
122;SDS011;56;-0.108;34.749;2019-09-09T19:48:42.126333+00:00;P1;49.20
121;DHT22;56;-0.108;34.749;2019-09-09T19:48:43.834740+00:00;humidity;81.70
121;DHT22;56;-0.108;34.749;2019-09-09T19:48:43.834740+00:00;temperature;21.40
122;SDS011;56;-0.108;34.749;2019-09-09T19:51:12.590708+00:00;P2;45.40
122;SDS011;56;-0.108;34.749;2019-09-09T19:51:12.590708+00:00;P1;50.12
121;DHT22;56;-0.108;34.749;2019-09-09T19:51:14.567077+00:00;humidity;82.00
121;DHT22;56;-0.108;34.749;2019-09-09T19:51:14.567077+00:00;temperature;21.30
122;SDS011;56;-0.108;34.749;2019-09-09T19:53:43.278729+00:00;P2;45.12
122;SDS011;56;-0.108;34.749;2019-09-09T19:53:43.278729+00:00;P1;49.45
121;DHT22;56;-0.108;34.749;2019-09-09T19:53:45.243680+00:00;humidity;82.40
121;DHT22;56;-0.108;34.749;2019-09-09T19:53:45.243680+00:00;temperature;21.30
122;SDS011;56;-0.108;34.749;2019-09-09T19:56:14.245952+00:00;P2;43.30
122;SDS011;56;-0.108;34.749;2019-09-09T19:56:14.245952+00:00;P1;47.97
121;DHT22;56;-0.108;34.749;2019-09-09T19:56:16.251782+00:00;humidity;82.60
121;DHT22;56;-0.108;34.749;2019-09-09T19:56:16.251782+00:00;temperature;21.20
122;SDS011;56;-0.108;34.749;2019-09-09T19:58:44.983058+00:00;P2;45.85
122;SDS011;56;-0.108;34.749;2019-09-09T19:58:44.983058+00:00;P1;50.75
121;DHT22;56;-0.108;34.749;2019-09-09T19:58:47.253034+00:00;humidity;83.00
121;DHT22;56;-0.108;34.749;2019-09-09T19:58:47.253034+00:00;temperature;21.20
122;SDS011;56;-0.108;34.749;2019-09-09T20:01:16.784170+00:00;P2;48.90
122;SDS011;56;-0.108;34.749;2019-09-09T20:01:16.784170+00:00;P1;54.38
121;DHT22;56;-0.108;34.749;2019-09-09T20:01:18.244644+00:00;humidity;83.30
121;DHT22;56;-0.108;34.749;2019-09-09T20:01:18.244644+00:00;temperature;21.10
122;SDS011;56;-0.108;34.749;2019-09-09T20:03:48.509196+00:00;P2;49.17
122;SDS011;56;-0.108;34.749;2019-09-09T20:03:48.509196+00:00;P1;54.63
121;DHT22;56;-0.108;34.749;2019-09-09T20:03:50.175459+00:00;humidity;83.60
121;DHT22;56;-0.108;34.749;2019-09-09T20:03:50.175459+00:00;temperature;21.10
122;SDS011;56;-0.108;34.749;2019-09-09T20:06:19.670835+00:00;P2;50.50
122;SDS011;56;-0.108;34.749;2019-09-09T20:06:19.670835+00:00;P1;59.78
121;DHT22;56;-0.108;34.749;2019-09-09T20:06:21.635594+00:00;humidity;83.90
121;DHT22;56;-0.108;34.749;2019-09-09T20:06:21.635594+00:00;temperature;21.00
122;SDS011;56;-0.108;34.749;2019-09-09T20:08:50.276827+00:00;P2;48.47
122;SDS011;56;-0.108;34.749;2019-09-09T20:08:50.276827+00:00;P1;54.05
121;DHT22;56;-0.108;34.749;2019-09-09T20:08:51.690708+00:00;humidity;84.20
121;DHT22;56;-0.108;34.749;2019-09-09T20:08:51.690708+00:00;temperature;21.00
122;SDS011;56;-0.108;34.749;2019-09-09T20:11:20.483759+00:00;P2;46.20
122;SDS011;56;-0.108;34.749;2019-09-09T20:11:20.483759+00:00;P1;51.78
121;DHT22;56;-0.108;34.749;2019-09-09T20:11:22.129591+00:00;humidity;84.60
121;DHT22;56;-0.108;34.749;2019-09-09T20:11:22.129591+00:00;temperature;21.00
122;SDS011;56;-0.108;34.749;2019-09-09T20:13:52.141080+00:00;P2;44.58
122;SDS011;56;-0.108;34.749;2019-09-09T20:13:52.141080+00:00;P1;49.35
122;SDS011;56;-0.108;34.749;2019-09-09T20:16:21.449423+00:00;P2;43.92
122;SDS011;56;-0.108;34.749;2019-09-09T20:16:21.449423+00:00;P1;48.85
121;DHT22;56;-0.108;34.749;2019-09-09T20:16:23.405649+00:00;humidity;85.10
121;DHT22;56;-0.108;34.749;2019-09-09T20:16:23.405649+00:00;temperature;20.90
122;SDS011;56;-0.108;34.749;2019-09-09T20:18:53.361601+00:00;P2;43.70
122;SDS011;56;-0.108;34.749;2019-09-09T20:18:53.361601+00:00;P1;48.60
122;SDS011;56;-0.108;34.749;2019-09-09T20:21:22.967017+00:00;P2;43.42
122;SDS011;56;-0.108;34.749;2019-09-09T20:21:22.967017+00:00;P1;48.30
121;DHT22;56;-0.108;34.749;2019-09-09T20:21:24.922621+00:00;humidity;85.60
121;DHT22;56;-0.108;34.749;2019-09-09T20:21:24.922621+00:00;temperature;20.80
122;SDS011;56;-0.108;34.749;2019-09-09T20:23:54.391956+00:00;P2;46.35
122;SDS011;56;-0.108;34.749;2019-09-09T20:23:54.391956+00:00;P1;51.90
121;DHT22;56;-0.108;34.749;2019-09-09T20:23:56.181178+00:00;humidity;85.90
121;DHT22;56;-0.108;34.749;2019-09-09T20:23:56.181178+00:00;temperature;20.80
122;SDS011;56;-0.108;34.749;2019-09-09T20:26:25.457090+00:00;P2;46.80
122;SDS011;56;-0.108;34.749;2019-09-09T20:26:25.457090+00:00;P1;52.30
121;DHT22;56;-0.108;34.749;2019-09-09T20:26:27.311021+00:00;humidity;86.10
121;DHT22;56;-0.108;34.749;2019-09-09T20:26:27.311021+00:00;temperature;20.80
122;SDS011;56;-0.108;34.749;2019-09-09T20:28:56.064608+00:00;P2;43.42
122;SDS011;56;-0.108;34.749;2019-09-09T20:28:56.064608+00:00;P1;48.33
121;DHT22;56;-0.108;34.749;2019-09-09T20:28:57.764465+00:00;humidity;86.40
121;DHT22;56;-0.108;34.749;2019-09-09T20:28:57.764465+00:00;temperature;20.80
122;SDS011;56;-0.108;34.749;2019-09-09T20:31:26.587144+00:00;P2;43.90
122;SDS011;56;-0.108;34.749;2019-09-09T20:31:26.587144+00:00;P1;48.80
121;DHT22;56;-0.108;34.749;2019-09-09T20:31:28.190855+00:00;humidity;86.60
121;DHT22;56;-0.108;34.749;2019-09-09T20:31:28.190855+00:00;temperature;20.80
122;SDS011;56;-0.108;34.749;2019-09-09T20:33:57.252090+00:00;P2;41.60
122;SDS011;56;-0.108;34.749;2019-09-09T20:33:57.252090+00:00;P1;45.97
121;DHT22;56;-0.108;34.749;2019-09-09T20:33:59.142926+00:00;humidity;87.40
121;DHT22;56;-0.108;34.749;2019-09-09T20:33:59.142926+00:00;temperature;20.80
122;SDS011;56;-0.108;34.749;2019-09-09T20:36:29.317247+00:00;P2;43.70
122;SDS011;56;-0.108;34.749;2019-09-09T20:36:29.317247+00:00;P1;48.42
122;SDS011;56;-0.108;34.749;2019-09-09T20:38:58.505341+00:00;P2;43.95
122;SDS011;56;-0.108;34.749;2019-09-09T20:38:58.505341+00:00;P1;48.35
121;DHT22;56;-0.108;34.749;2019-09-09T20:39:00.297250+00:00;humidity;86.90
121;DHT22;56;-0.108;34.749;2019-09-09T20:39:00.297250+00:00;temperature;20.70
122;SDS011;56;-0.108;34.749;2019-09-09T20:41:29.954623+00:00;P2;44.23
122;SDS011;56;-0.108;34.749;2019-09-09T20:41:29.954623+00:00;P1;49.03
121;DHT22;56;-0.108;34.749;2019-09-09T20:41:31.799078+00:00;humidity;87.10
121;DHT22;56;-0.108;34.749;2019-09-09T20:41:31.799078+00:00;temperature;20.60
122;SDS011;56;-0.108;34.749;2019-09-09T20:44:01.059861+00:00;P2;43.92
122;SDS011;56;-0.108;34.749;2019-09-09T20:44:01.059861+00:00;P1;48.83
121;DHT22;56;-0.108;34.749;2019-09-09T20:44:02.900997+00:00;humidity;88.20
121;DHT22;56;-0.108;34.749;2019-09-09T20:44:02.900997+00:00;temperature;20.60
122;SDS011;56;-0.108;34.749;2019-09-09T20:46:31.846035+00:00;P2;43.00
122;SDS011;56;-0.108;34.749;2019-09-09T20:46:31.846035+00:00;P1;48.35
121;DHT22;56;-0.108;34.749;2019-09-09T20:46:33.571408+00:00;humidity;87.80
121;DHT22;56;-0.108;34.749;2019-09-09T20:46:33.571408+00:00;temperature;20.50
122;SDS011;56;-0.108;34.749;2019-09-09T20:49:03.218636+00:00;P2;43.80
122;SDS011;56;-0.108;34.749;2019-09-09T20:49:03.218636+00:00;P1;48.20
121;DHT22;56;-0.108;34.749;2019-09-09T20:49:04.906387+00:00;humidity;88.00
121;DHT22;56;-0.108;34.749;2019-09-09T20:49:04.906387+00:00;temperature;20.50
122;SDS011;56;-0.108;34.749;2019-09-09T20:51:33.931975+00:00;P2;43.73
122;SDS011;56;-0.108;34.749;2019-09-09T20:51:33.931975+00:00;P1;48.70
121;DHT22;56;-0.108;34.749;2019-09-09T20:51:35.505507+00:00;humidity;88.10
121;DHT22;56;-0.108;34.749;2019-09-09T20:51:35.505507+00:00;temperature;20.50
122;SDS011;56;-0.108;34.749;2019-09-09T20:54:04.357743+00:00;P2;44.60
122;SDS011;56;-0.108;34.749;2019-09-09T20:54:04.357743+00:00;P1;49.72
121;DHT22;56;-0.108;34.749;2019-09-09T20:54:06.112831+00:00;humidity;88.00
121;DHT22;56;-0.108;34.749;2019-09-09T20:54:06.112831+00:00;temperature;20.50
122;SDS011;56;-0.108;34.749;2019-09-09T20:56:35.061497+00:00;P2;43.33
122;SDS011;56;-0.108;34.749;2019-09-09T20:56:35.061497+00:00;P1;48.05
121;DHT22;56;-0.108;34.749;2019-09-09T20:56:36.558113+00:00;humidity;87.90
121;DHT22;56;-0.108;34.749;2019-09-09T20:56:36.558113+00:00;temperature;20.60
122;SDS011;56;-0.108;34.749;2019-09-09T20:59:06.085323+00:00;P2;47.40
122;SDS011;56;-0.108;34.749;2019-09-09T20:59:06.085323+00:00;P1;53.10
121;DHT22;56;-0.108;34.749;2019-09-09T20:59:07.748549+00:00;humidity;87.70
121;DHT22;56;-0.108;34.749;2019-09-09T20:59:07.748549+00:00;temperature;20.60
122;SDS011;56;-0.108;34.749;2019-09-09T21:01:36.495436+00:00;P2;45.25
122;SDS011;56;-0.108;34.749;2019-09-09T21:01:36.495436+00:00;P1;50.28
121;DHT22;56;-0.108;34.749;2019-09-09T21:01:38.068100+00:00;humidity;87.50
121;DHT22;56;-0.108;34.749;2019-09-09T21:01:38.068100+00:00;temperature;20.80
122;SDS011;56;-0.108;34.749;2019-09-09T21:04:06.757118+00:00;P2;44.30
122;SDS011;56;-0.108;34.749;2019-09-09T21:04:06.757118+00:00;P1;48.80
121;DHT22;56;-0.108;34.749;2019-09-09T21:04:08.628691+00:00;humidity;87.00
121;DHT22;56;-0.108;34.749;2019-09-09T21:04:08.628691+00:00;temperature;20.80
122;SDS011;56;-0.108;34.749;2019-09-09T21:06:37.680779+00:00;P2;43.20
122;SDS011;56;-0.108;34.749;2019-09-09T21:06:37.680779+00:00;P1;47.47
121;DHT22;56;-0.108;34.749;2019-09-09T21:06:39.233539+00:00;humidity;86.50
121;DHT22;56;-0.108;34.749;2019-09-09T21:06:39.233539+00:00;temperature;20.90
122;SDS011;56;-0.108;34.749;2019-09-09T21:09:08.632742+00:00;P2;43.33
122;SDS011;56;-0.108;34.749;2019-09-09T21:09:08.632742+00:00;P1;47.90
121;DHT22;56;-0.108;34.749;2019-09-09T21:09:10.245557+00:00;humidity;86.30
121;DHT22;56;-0.108;34.749;2019-09-09T21:09:10.245557+00:00;temperature;21.00
122;SDS011;56;-0.108;34.749;2019-09-09T21:11:38.997747+00:00;P2;44.45
122;SDS011;56;-0.108;34.749;2019-09-09T21:11:38.997747+00:00;P1;49.35
121;DHT22;56;-0.108;34.749;2019-09-09T21:11:40.645997+00:00;humidity;85.90
121;DHT22;56;-0.108;34.749;2019-09-09T21:11:40.645997+00:00;temperature;21.10
122;SDS011;56;-0.108;34.749;2019-09-09T21:14:13.646696+00:00;P2;43.83
122;SDS011;56;-0.108;34.749;2019-09-09T21:14:13.646696+00:00;P1;48.97
121;DHT22;56;-0.108;34.749;2019-09-09T21:14:15.087269+00:00;humidity;85.60
121;DHT22;56;-0.108;34.749;2019-09-09T21:14:15.087269+00:00;temperature;21.10
122;SDS011;56;-0.108;34.749;2019-09-09T21:16:44.069752+00:00;P2;42.70
122;SDS011;56;-0.108;34.749;2019-09-09T21:16:44.069752+00:00;P1;47.05
121;DHT22;56;-0.108;34.749;2019-09-09T21:16:45.985084+00:00;humidity;85.40
121;DHT22;56;-0.108;34.749;2019-09-09T21:16:45.985084+00:00;temperature;21.10
122;SDS011;56;-0.108;34.749;2019-09-09T21:19:16.251553+00:00;P2;44.55
122;SDS011;56;-0.108;34.749;2019-09-09T21:19:16.251553+00:00;P1;49.28
121;DHT22;56;-0.108;34.749;2019-09-09T21:19:17.967208+00:00;humidity;85.40
121;DHT22;56;-0.108;34.749;2019-09-09T21:19:17.967208+00:00;temperature;21.20
122;SDS011;56;-0.108;34.749;2019-09-09T21:21:48.023819+00:00;P2;42.83
122;SDS011;56;-0.108;34.749;2019-09-09T21:21:48.023819+00:00;P1;47.72
121;DHT22;56;-0.108;34.749;2019-09-09T21:21:50.059901+00:00;humidity;85.30
121;DHT22;56;-0.108;34.749;2019-09-09T21:21:50.059901+00:00;temperature;21.20
122;SDS011;56;-0.108;34.749;2019-09-09T21:24:18.807694+00:00;P2;43.45
122;SDS011;56;-0.108;34.749;2019-09-09T21:24:18.807694+00:00;P1;48.30
121;DHT22;56;-0.108;34.749;2019-09-09T21:24:20.542113+00:00;humidity;85.10
121;DHT22;56;-0.108;34.749;2019-09-09T21:24:20.542113+00:00;temperature;21.20
122;SDS011;56;-0.108;34.749;2019-09-09T21:26:49.314820+00:00;P2;44.22
122;SDS011;56;-0.108;34.749;2019-09-09T21:26:49.314820+00:00;P1;48.70
121;DHT22;56;-0.108;34.749;2019-09-09T21:26:51.029227+00:00;humidity;85.20
121;DHT22;56;-0.108;34.749;2019-09-09T21:26:51.029227+00:00;temperature;21.20
122;SDS011;56;-0.108;34.749;2019-09-09T21:29:19.738108+00:00;P2;43.65
122;SDS011;56;-0.108;34.749;2019-09-09T21:29:19.738108+00:00;P1;48.10
121;DHT22;56;-0.108;34.749;2019-09-09T21:29:21.412067+00:00;humidity;85.20
121;DHT22;56;-0.108;34.749;2019-09-09T21:29:21.412067+00:00;temperature;21.30
122;SDS011;56;-0.108;34.749;2019-09-09T21:31:50.283326+00:00;P2;46.60
122;SDS011;56;-0.108;34.749;2019-09-09T21:31:50.283326+00:00;P1;52.05
121;DHT22;56;-0.108;34.749;2019-09-09T21:31:51.811848+00:00;humidity;85.20
121;DHT22;56;-0.108;34.749;2019-09-09T21:31:51.811848+00:00;temperature;21.20
122;SDS011;56;-0.108;34.749;2019-09-09T21:34:20.821285+00:00;P2;47.88
122;SDS011;56;-0.108;34.749;2019-09-09T21:34:20.821285+00:00;P1;54.03
121;DHT22;56;-0.108;34.749;2019-09-09T21:34:22.520988+00:00;humidity;85.30
121;DHT22;56;-0.108;34.749;2019-09-09T21:34:22.520988+00:00;temperature;21.30
122;SDS011;56;-0.108;34.749;2019-09-09T21:36:51.874852+00:00;P2;46.35
122;SDS011;56;-0.108;34.749;2019-09-09T21:36:51.874852+00:00;P1;51.45
121;DHT22;56;-0.108;34.749;2019-09-09T21:36:53.416276+00:00;humidity;85.30
121;DHT22;56;-0.108;34.749;2019-09-09T21:36:53.416276+00:00;temperature;21.30
